audio,1,2,3,4,5,6,7,8,9,10,11,12,13,lbl
4765.000000,139.815536,37.757797,6.718317,7.073533,1.594278,4.081048,0.137891,-1.111639,-8.261997,-3.452172,-4.891247,0.603027,-0.415411,0.000000
4765.000000,140.950302,36.663284,6.103638,5.413304,-0.721602,8.096025,1.082561,1.163106,-7.195774,-3.582588,-3.634469,1.291658,-2.336127,0.000000
4765.000000,139.464615,37.236176,8.176674,7.198551,-0.367025,8.951540,-3.074606,0.264546,-5.833351,-2.581991,-1.474341,0.710534,-5.313337,0.000000
4765.000000,138.880463,35.405792,6.371349,9.458855,2.333196,9.437683,-0.695020,0.092995,-7.441721,-2.760170,-4.553679,-2.133480,-3.106060,0.000000
4765.000000,139.124451,36.383415,7.597660,9.394665,5.541242,7.213978,0.462635,0.876584,-7.395303,-5.018908,-6.141403,-0.377788,-0.936708,0.000000
4765.000000,138.572464,36.195629,6.586552,6.865414,3.972166,8.046818,-2.959929,-1.369323,-2.810802,-1.899191,-7.147604,-1.368951,-1.726560,0.000000
4765.000000,136.609070,38.879166,5.611675,5.385917,0.133843,7.277159,-1.836421,-0.610558,-2.342265,-1.285296,-5.046206,1.319677,-2.335342,0.000000
4765.000000,138.707031,38.274574,8.228704,8.399646,-0.905497,3.428014,-0.692532,0.346419,-5.426497,-2.475516,-4.230154,3.693473,-3.857538,0.000000
4765.000000,136.567825,34.929352,5.880561,9.585812,1.305507,4.001419,2.771201,1.470646,-7.676442,-2.447262,-4.720679,2.841973,-0.768909,0.000000
4765.000000,138.588226,35.252029,3.921253,7.967251,1.913876,6.447366,3.797965,3.037128,-7.283998,-2.884079,-5.860956,1.092078,-0.046439,0.000000
4765.000000,139.030167,37.070381,3.474414,5.699445,-0.831842,6.187279,-0.043978,3.198933,-4.144354,-2.636101,-4.149934,1.725264,0.179513,0.000000
4765.000000,139.438187,36.387653,3.135781,6.326401,0.949892,5.555833,-2.506335,4.255865,-1.334331,-3.409908,-4.887782,1.448432,-2.146313,0.000000
4765.000000,138.217194,37.784401,6.376709,6.568186,1.144757,3.350620,-2.312935,3.761801,-1.402949,-2.283443,-5.221592,0.402838,-6.092284,0.000000
4765.000000,137.216232,40.037109,4.726849,3.007121,1.345155,5.599320,-1.470917,3.113293,-5.045308,-1.011207,-3.466844,0.622922,-6.108136,0.000000
4765.000000,140.729401,39.353516,2.288588,0.195244,-0.497456,6.559966,-1.062017,2.054859,-6.181819,-1.750015,-4.455177,0.643133,-2.112238,0.000000
4765.000000,140.295456,36.033867,4.257399,4.722518,0.383842,4.068920,-0.802176,2.669826,-3.088433,-1.609051,-5.397077,-0.553629,-2.071457,0.000000
4765.000000,139.606140,36.861298,7.671342,6.557631,2.484575,2.435473,-1.887528,4.320939,-2.118179,0.364209,-5.054962,-1.659647,-4.175642,0.000000
4765.000000,140.036255,36.337357,6.778481,8.060694,3.242438,4.634502,-1.157791,4.001347,-4.950202,-4.160918,-3.202236,-0.279307,-5.844511,0.000000
4765.000000,138.967178,38.445122,4.233877,7.008885,1.426473,3.234351,-0.808661,2.769882,-6.497975,-6.131152,-3.222830,2.530619,-3.261560,0.000000
4765.000000,138.829041,39.383514,2.942570,6.572472,1.645391,4.023705,-4.217062,-1.897819,-7.199985,-2.511016,-5.430807,0.337246,-2.371105,0.000000
4765.000000,138.626541,36.942810,3.509516,2.598406,-1.009877,2.601583,-4.945438,-2.679613,-8.469592,0.090305,-7.624825,-1.239698,-4.955120,0.000000
4765.000000,138.068878,37.721054,3.875764,2.264858,2.843935,4.891290,-1.778414,0.293845,-7.625876,-0.677579,-3.579064,-2.283285,-5.940776,0.000000
4765.000000,139.033340,38.373619,6.409907,6.060498,4.499105,4.740397,-0.711184,-2.022077,-7.584579,-1.517147,-4.208156,1.977979,-3.350032,0.000000
4765.000000,138.022995,38.018425,6.696197,4.868011,1.461777,4.984168,-0.807210,-0.838553,-5.337782,-2.001898,-4.925645,1.764439,-3.257026,0.000000
4765.000000,138.092651,36.010521,6.666894,5.594143,-2.453693,3.304935,2.973502,3.131637,-4.176353,-3.471380,-5.737689,-0.212807,-2.623713,0.000000
4765.000000,141.207199,35.049309,3.399072,4.425351,1.423637,5.357682,2.190065,2.747304,-6.163090,-4.571364,-6.284351,-1.008831,-6.560502,0.000000
4765.000000,140.285950,36.821194,4.091747,6.135864,1.182593,4.066597,1.546108,4.470159,-3.848298,-3.898520,-6.080178,-0.687092,-7.916335,0.000000
4765.000000,137.936646,36.164597,3.235833,6.970046,-0.046869,4.514798,0.175525,4.200616,-4.293081,-3.152207,-8.100615,0.842560,-5.511561,0.000000
4765.000000,138.709137,36.253521,4.276827,8.794152,-0.399340,4.099688,-0.281403,0.970303,-5.302285,-2.817490,-6.516818,0.047701,-5.281726,0.000000
4765.000000,141.103241,37.776772,3.986269,8.209407,-1.222905,3.691315,-3.228743,0.842707,-2.699521,-2.572824,-4.517838,-1.273885,-2.331923,0.000000
4765.000000,139.014847,35.985447,9.003479,8.569437,0.416493,1.468397,-5.111860,-0.021996,-5.155934,1.326875,-6.510721,-0.589314,-2.592545,0.000000
4765.000000,137.509903,38.237865,8.703007,7.356248,1.635381,4.057707,-0.989669,-1.479999,-5.631646,-1.512536,-5.234270,1.262692,-5.496133,0.000000
4765.000000,140.242111,39.690956,5.262554,5.574205,-0.388669,4.259536,-2.236201,-0.181725,-4.533515,-2.476297,-4.196014,1.382323,-5.639268,0.000000
4765.000000,137.909241,35.999428,6.354658,7.152021,-0.873905,5.627821,2.116606,3.070693,-4.716937,-0.503277,-4.839449,1.212628,-6.120865,0.000000
4765.000000,138.872314,35.091347,5.689721,7.366337,-0.626568,6.403412,3.875365,3.650609,-5.078597,-2.562796,-5.189644,1.219618,-6.285994,0.000000
4765.000000,139.854813,36.022079,3.963289,7.958071,-2.822867,4.522093,2.756144,4.251859,-6.713351,-5.458902,-2.944520,0.709689,-6.634075,0.000000
4765.000000,140.300476,36.883850,2.826256,8.119349,-2.273149,3.347816,3.347781,3.300992,-5.566013,-5.743872,-6.132352,-0.652707,-2.854815,0.000000
4765.000000,141.048523,37.389252,4.898865,6.389152,-0.778299,4.840591,2.048120,-0.446892,-5.017342,-2.210967,-3.856777,-0.653757,-4.220664,0.000000
4765.000000,140.319977,37.995270,4.107233,6.638553,-0.757076,5.404992,-0.487236,-2.620850,-4.771278,-1.526738,-1.820439,-0.489104,-6.102879,0.000000
4765.000000,139.313095,41.728752,4.692249,4.644031,-0.437041,4.554958,-0.363861,-1.706675,-5.403555,-3.811491,-4.026396,3.676592,-1.241721,0.000000
4765.000000,137.509216,37.092892,5.455225,2.489916,-2.697487,5.119835,-0.373801,0.104572,-7.205841,-2.347572,-6.588733,1.803945,1.393390,0.000000
4765.000000,138.829605,36.084404,3.349167,2.915630,0.120037,4.781290,-0.881865,1.389707,-7.358479,-3.013030,-3.613392,1.300694,-2.156851,0.000000
4765.000000,140.546875,38.650986,4.003439,3.874105,-1.115207,5.819977,0.915696,-0.488306,-3.929774,-0.438651,-1.265728,0.044172,-3.149323,0.000000
4765.000000,141.845474,42.085884,5.374176,3.551081,-1.410828,2.814430,-2.289205,-1.700234,-2.475548,-1.400329,-4.813286,-2.945000,-3.832642,0.000000
4765.000000,141.351440,41.555344,4.843415,3.090667,1.284179,3.111791,-2.434894,-0.942819,-5.218853,-1.922841,-6.150570,-1.145303,-3.851841,0.000000
4765.000000,139.484055,35.524319,3.526620,8.407371,2.583836,4.244931,0.146871,-0.425554,-7.798080,-3.442146,-4.611243,0.275875,-7.377811,0.000000
4765.000000,135.727280,33.846001,5.893765,8.440359,-0.532120,2.370748,-1.094392,1.170753,-5.392941,-1.281712,-2.950064,0.695578,-5.171191,0.000000
4765.000000,136.006836,39.530022,10.540094,6.348779,-0.367496,2.310148,-1.972536,0.370435,-4.640804,0.501944,-3.825273,-1.975913,-3.597193,0.000000
4765.000000,137.971451,41.293747,7.730269,9.262663,3.931578,3.690362,-2.270010,0.260369,-2.487103,0.119136,-4.628672,-0.236370,-7.055830,0.000000
4765.000000,138.231476,41.024193,5.911404,8.060753,1.273079,2.141867,-1.313239,-1.547773,-2.910021,-2.811116,-7.770945,-0.232931,-6.512321,0.000000
4765.000000,136.353149,38.766396,9.743286,6.836514,-0.238447,4.571573,1.922243,1.660185,-1.875536,-1.605311,-6.653977,-3.523515,-6.839639,0.000000
4765.000000,136.147156,38.036331,8.963781,4.589889,0.763381,7.014528,-0.319693,-1.332955,-2.770954,-1.716938,-6.556485,-2.946268,-5.889964,0.000000
4765.000000,135.703125,37.361122,8.920635,4.338998,1.018038,6.092814,-2.324047,-2.256743,-4.010267,-2.871195,-3.960734,0.667377,-4.310577,0.000000
4765.000000,138.275665,36.164299,8.950774,5.131441,-0.146624,2.349460,-1.325497,1.749755,-3.528664,-1.757617,-1.805985,1.291059,-5.316957,0.000000
4765.000000,139.173080,39.208126,7.656854,5.185577,-2.562622,1.426044,-0.881611,-1.065080,-2.764764,-0.475483,-0.697078,-1.222735,-5.456852,0.000000
4765.000000,139.350739,39.527840,7.432431,8.114936,-1.970440,4.058108,-1.792133,-0.663251,-3.833968,-1.937989,-4.922571,-1.575400,-4.952741,0.000000
4765.000000,137.630798,37.549683,4.836628,7.690915,0.628455,8.034937,-1.646965,-1.908462,-5.586210,-2.599545,-4.042991,0.834826,-4.733909,0.000000
4765.000000,138.848938,38.860146,4.168850,8.099034,4.166832,7.726716,-3.121870,-3.283947,-6.556637,-2.911495,-3.684154,1.406098,-4.858288,0.000000
4765.000000,137.332275,36.893974,6.266310,7.252031,2.304238,5.655698,-3.171134,1.377536,-5.427439,-2.706149,-0.210257,2.724414,-3.063371,0.000000
4765.000000,137.517639,37.170628,6.589231,3.990173,1.666932,5.418354,-2.098261,1.680571,-5.519540,-1.822425,-3.097426,1.744366,-4.448513,0.000000
4765.000000,139.091553,37.812542,7.180837,5.469665,1.367866,4.624321,0.666354,5.870306,-4.548253,-3.196543,-6.514997,-1.396970,-2.841164,0.000000
4765.000000,137.863312,40.125000,9.865051,7.179975,0.699152,4.230770,2.704346,10.213257,-1.133391,-1.326961,-4.945207,-0.373592,-1.957143,0.000000
4765.000000,137.350281,39.894154,6.771180,6.456163,0.608157,2.644105,1.025145,6.122036,1.373097,2.171413,-4.258521,-0.084786,-5.124896,0.000000
4765.000000,141.106064,38.648926,4.093841,3.354764,0.088156,1.791989,-0.480710,2.102622,-2.391864,0.978626,-4.042686,0.738359,-5.178036,0.000000
4765.000000,138.782547,39.597321,5.390171,5.327093,2.327915,6.207834,-0.449648,-0.224530,-6.140491,-2.592807,-6.108644,-0.155213,-2.738640,0.000000
4765.000000,137.366241,40.442451,7.115395,5.454332,0.092828,5.685927,1.009774,2.374430,-4.669402,-2.836963,-5.244640,1.226888,-2.285872,0.000000
4765.000000,138.200272,39.647133,4.338001,4.362414,-0.716350,5.976742,4.300974,4.427224,-3.572717,0.712918,-2.812054,2.471036,-2.053334,0.000000
4765.000000,138.693680,38.740589,3.567556,3.232077,-0.529717,6.302143,4.348129,4.870892,-2.995267,-1.377996,-5.674994,1.540039,-1.922539,0.000000
4765.000000,137.444504,37.458817,6.592531,5.860542,2.261704,5.730384,4.440536,5.796044,-4.731569,-3.298972,-5.701448,1.558309,-1.777195,0.000000
4765.000000,139.074722,37.047554,6.454451,3.961857,-1.467467,7.057631,2.332340,3.764895,-4.906703,-2.224379,-3.704042,2.175797,-2.949990,0.000000
4765.000000,140.515198,39.341496,7.273951,6.555445,-0.742579,4.547018,0.956869,2.508632,-3.943920,-2.759338,-6.083786,-1.384389,-3.958104,0.000000
4765.000000,139.403900,38.314728,5.441570,5.515423,0.259057,2.868915,-0.179185,1.738493,-4.228473,-0.511230,-6.987634,-2.033600,-5.200439,0.000000
4765.000000,139.138550,39.500828,4.053010,3.195053,0.036293,4.088802,-0.668368,2.601167,-2.794749,-1.676628,-4.525997,-0.171753,-4.086261,0.000000
4765.000000,140.179703,39.235786,5.538359,0.635054,2.666395,3.870274,-2.412513,0.302763,-4.544609,-4.542170,-2.251307,3.214159,-4.158241,0.000000
4765.000000,141.314880,36.286327,5.774990,2.545692,2.633219,4.397316,-3.548430,-1.320897,-7.371837,-5.929427,-2.274080,1.647098,-5.610324,0.000000
4765.000000,140.139267,37.380260,3.274714,7.600986,2.834267,5.501711,-0.633342,2.698452,-5.059071,-3.858721,-2.277071,-1.224509,-4.595568,0.000000
4765.000000,140.203140,42.426956,4.850417,8.029982,3.584230,5.787384,0.108224,1.070720,-2.429241,-2.919058,-2.148249,1.026753,-3.711711,0.000000
4765.000000,138.805527,41.393120,6.802917,5.909050,1.710147,6.065731,-0.844083,-0.789366,-5.648195,1.606069,-1.233241,0.396357,-1.875514,0.000000
4765.000000,141.504715,39.035492,7.290447,3.918598,0.252992,5.455096,-1.718905,-0.958249,-7.203328,3.029027,-1.993594,-0.312344,-0.492434,0.000000
4765.000000,139.312546,39.290981,6.542792,6.488525,-0.449925,3.769022,0.058157,0.412894,-8.095270,-2.541276,-4.134400,-1.676546,-5.078353,0.000000
4765.000000,137.652802,39.990776,4.472217,7.748004,2.277453,5.183690,-0.572654,3.329596,-5.417632,-4.001920,-9.091314,-3.017019,-6.144918,0.000000
4765.000000,135.779587,38.895210,7.155704,8.005535,2.691504,2.857809,-3.182496,-1.669785,-4.101626,-2.202630,-7.531680,-3.345845,-5.592499,0.000000
4765.000000,135.358459,38.513840,7.265712,8.601644,1.941989,2.942576,-4.174305,-1.537241,-4.075433,-2.595136,-1.796037,-1.794365,-4.055852,0.000000
4765.000000,136.204788,36.386330,8.242514,9.374920,2.804302,5.372404,-2.018571,0.058759,-3.010062,1.050806,-0.354999,-0.091164,-3.532686,0.000000
4765.000000,137.247665,38.313858,6.169695,6.932669,-1.257022,2.920200,0.758563,3.992055,-4.349258,-4.313463,-3.095440,0.335880,-5.052021,0.000000
4765.000000,136.911407,37.593475,5.518456,7.893710,2.030979,4.206781,2.407636,4.326130,-5.670506,-7.576255,-5.339231,-0.335015,-5.096068,0.000000
4765.000000,137.802933,37.921642,6.578184,7.762775,-0.569754,5.181699,1.427425,5.340301,-7.135523,-6.090160,-3.284281,-1.110931,-4.501283,0.000000
4765.000000,139.523178,40.441040,4.503485,7.777474,-1.497298,4.460096,-2.382668,2.611456,-6.387191,-1.755059,-1.992761,2.043705,-4.477250,0.000000
4765.000000,139.238937,39.504101,5.969784,7.299316,1.343771,4.043167,-2.078366,1.827849,-1.277630,-0.891554,-6.354049,1.890020,-4.692749,0.000000
4765.000000,139.571548,39.549202,7.600403,7.675771,1.155341,1.426729,0.779940,3.468686,-2.166550,-3.022395,-6.745034,1.813903,-2.197868,0.000000
4765.000000,140.613541,37.806076,8.120698,10.697243,0.036454,4.012018,4.717968,2.797225,-5.397673,-3.022407,-3.579765,6.482520,-1.586735,0.000000
4765.000000,140.505753,38.469887,7.452178,9.653333,0.877226,5.741347,4.417621,1.936456,-5.469910,-2.658308,-3.621646,6.786340,-1.959289,0.000000
4765.000000,138.862061,40.676918,7.231178,10.005114,2.580031,5.729647,1.339841,-0.139479,-4.479089,-3.070106,-4.258653,2.028551,-3.107741,0.000000
4765.000000,135.880081,39.464760,6.916307,10.391205,2.337610,4.215443,-0.245421,1.689976,-5.021071,-2.261585,-4.850545,-1.993773,-6.769121,0.000000
4765.000000,134.506805,38.302876,8.020430,11.277533,4.248617,4.287983,-2.489684,1.144728,-3.394105,-0.858140,-3.321350,0.716030,-5.118024,0.000000
4765.000000,135.117859,37.495064,7.949153,8.432637,3.255380,5.459369,-1.060508,2.320703,-2.923767,-2.351648,-4.767429,2.882226,-4.102922,0.000000
4765.000000,138.220551,37.484505,7.982527,6.934576,1.353753,5.034553,-0.937482,0.294386,-6.953028,-2.577227,-6.628318,-0.472109,-5.810785,0.000000
4765.000000,137.906998,37.116646,7.521926,5.853785,3.501158,6.318200,0.914775,-3.232057,-6.929199,-1.103894,-4.336893,-2.790287,-5.964281,0.000000
4765.000000,136.894897,39.540485,6.473841,6.126484,2.173039,4.057827,-0.207246,-2.107829,-4.137452,-2.895772,-5.210144,0.474175,-3.988348,0.000000
4765.000000,134.980133,38.770615,7.546375,7.968959,3.346116,4.040702,-1.509802,0.976916,-6.088331,-4.834404,-4.529250,-0.181482,-1.449074,0.000000
4765.000000,135.095337,36.788601,7.480537,6.765718,0.564577,6.395082,0.486774,1.397848,-7.014052,-2.697229,-5.894797,1.260727,-2.058456,0.000000
4765.000000,137.093002,38.271111,7.808613,7.857813,-0.268470,6.458729,-1.063509,0.545805,-3.360432,-0.867981,-6.930754,2.294570,-2.386246,0.000000
4765.000000,139.179474,36.774078,6.332002,8.253229,1.230716,4.913623,-0.835789,0.482922,-1.922660,-0.695672,-3.796450,2.722781,-1.909002,0.000000
4765.000000,138.444962,38.090050,8.161266,7.602580,1.299972,5.237823,1.673185,0.523348,-7.453184,0.017342,-4.566175,2.248384,-2.006192,0.000000
4765.000000,136.218399,35.214027,9.497379,8.699356,2.750602,6.014904,3.453493,1.035621,-6.992593,0.446213,-4.455209,0.920189,-6.321992,0.000000
4765.000000,136.235199,33.279503,6.939504,10.253099,4.512363,6.701308,-0.197365,0.040409,-5.945847,2.512304,-1.906674,0.249050,-7.179901,0.000000
4765.000000,138.952728,37.461472,7.314706,6.878166,2.186815,6.803841,-0.340472,1.459045,-5.158054,0.433016,-1.759221,-2.989051,-5.652985,0.000000
4765.000000,141.264542,37.998711,6.725011,6.746974,0.521313,5.413581,0.634332,4.825561,-2.544815,-1.272039,-4.240668,-0.489389,-2.181008,0.000000
4765.000000,140.695023,35.344784,4.971887,6.274111,0.113008,6.136468,-0.159431,4.411726,-5.294783,-3.157121,-7.395348,-1.453324,-0.772621,0.000000
4765.000000,140.256485,37.928650,4.757876,3.874095,-0.242440,7.619872,-4.694519,-1.229559,-6.964783,-2.361067,-1.641121,2.427940,-2.632159,0.000000
4765.000000,139.357407,38.579773,6.740160,3.208138,0.485448,6.319612,-6.140869,-0.027623,-5.079151,-1.642517,-1.094895,4.227513,-3.538173,0.000000
4765.000000,137.702957,36.355202,6.410190,6.410433,2.759231,7.283195,-0.479372,3.722618,-4.336929,-0.653116,0.065827,2.485961,-7.117031,0.000000
4765.000000,136.005463,38.291115,5.425477,7.348511,2.603980,8.459297,1.727557,1.271580,-3.173229,-4.597530,-3.095433,1.964533,-6.118638,0.000000
4765.000000,136.759125,36.918350,6.034935,8.350632,5.389151,6.019543,-1.858536,0.034633,-2.953616,-2.915013,-4.612230,3.352560,-2.678312,0.000000
4765.000000,139.305756,36.992691,8.767836,4.069746,1.173733,6.482941,-0.058306,3.797230,-4.497578,1.116151,0.051319,-0.711894,-1.766481,0.000000
4765.000000,141.055893,39.866669,10.422361,7.249769,0.331993,2.734015,0.549731,2.585850,-4.019089,0.735489,-2.373517,-3.125527,-1.415613,0.000000
4765.000000,140.078110,35.703907,8.445484,8.769380,1.405666,4.193898,1.072808,0.193436,-4.697611,-1.533438,-4.609885,-1.231961,1.025226,0.000000
4765.000000,142.545486,37.157410,5.379323,6.371288,-1.374789,5.406742,1.489849,2.268027,-5.717946,-2.982387,-4.484076,2.276466,-2.314323,0.000000
4765.000000,140.152634,38.665520,3.790566,8.947577,0.675962,6.773611,0.002999,3.743866,-6.609562,-2.765355,-6.205531,0.749828,-3.943630,0.000000
4765.000000,138.026001,39.290359,8.000156,8.124578,-0.804863,6.204412,-2.383824,-0.380120,-4.812015,-1.346932,-3.831611,0.920554,-1.525903,0.000000
4765.000000,138.783142,41.720795,9.377270,6.978634,-2.822653,5.456790,-1.011773,2.051289,-4.707778,0.556339,-1.801098,-1.320349,-1.588681,0.000000
4765.000000,138.881973,42.577515,8.599698,5.814785,-1.575718,4.324656,-0.953193,1.819538,-3.951215,-0.635799,-2.363849,-1.881208,-1.513140,0.000000
4765.000000,137.332703,42.770721,6.310573,5.437541,-0.916563,4.829539,-0.332915,-0.650792,-3.789243,-0.579413,-2.866000,-0.519758,-5.500804,0.000000
4765.000000,135.540298,41.629982,7.747839,5.864500,3.942750,5.831554,-1.510552,-1.251401,-5.450239,-2.690977,-4.345829,-0.561706,-6.417562,0.000000
4765.000000,136.859146,37.048672,6.781777,6.193540,2.681571,6.314359,0.065035,-1.779562,-6.121089,-2.573463,-4.043562,0.966357,-5.012732,0.000000
4765.000000,137.964264,36.025337,5.023497,2.991967,-4.068346,3.169594,0.735761,0.442623,-4.244397,-3.522621,-3.289021,2.115637,-1.962142,0.000000
4765.000000,139.050888,38.682762,4.162738,4.128475,-0.428783,3.234528,-0.737037,1.116519,-5.412053,-3.854687,-4.745884,0.883505,-2.104890,0.000000
4765.000000,138.455170,38.960754,4.322267,2.840269,0.449494,3.375072,-2.131354,2.900576,-2.033993,-1.462783,-5.360729,0.248825,-3.549855,0.000000
4765.000000,138.931503,37.627735,5.856041,4.052241,2.192409,4.689192,-0.624980,2.682752,-1.891473,-0.691773,-3.179625,0.448379,-5.851632,0.000000
4765.000000,139.267914,40.753178,8.388027,9.017828,3.686934,4.119443,-0.107204,3.089398,-6.913298,-0.152866,-2.080415,2.396421,-4.546471,0.000000
4765.000000,136.458847,43.496170,10.475384,8.439169,0.176042,2.841734,-0.968013,2.115066,-4.951034,-2.133282,-1.918697,0.117374,-2.356931,0.000000
4765.000000,134.408554,40.688095,9.383080,8.951033,0.477035,1.674954,-1.437986,2.650045,-3.908531,-4.662077,-3.283669,0.691045,-1.662283,0.000000
4765.000000,133.905090,38.145725,10.248871,11.938705,0.459531,3.921993,-0.416270,1.313993,-5.172878,-3.232240,-2.769466,-2.315358,-5.667695,0.000000
4765.000000,136.364868,37.955727,10.546137,9.105259,1.486987,4.997447,-2.389336,-1.152916,-4.784110,-1.973662,-3.410965,-3.611821,-5.682231,0.000000
4765.000000,136.634171,38.935417,8.098900,4.321936,1.639561,1.785312,-3.948761,1.097870,-4.503310,-1.215658,-4.640112,-0.961501,-0.930866,0.000000
4765.000000,137.160797,39.790108,7.567885,4.166633,-1.973340,-0.390875,-3.019485,0.633476,-4.597252,0.868364,-3.998909,-0.456771,-3.954111,0.000000
4765.000000,138.998871,38.757568,7.150826,5.400270,-2.897026,2.828383,-0.612085,-0.262036,-4.015887,-3.310332,-5.611585,-0.043305,-4.354969,0.000000
4765.000000,136.853378,36.206284,8.947760,7.260110,-0.537924,6.125266,-0.488810,-0.587104,-4.130117,-1.114903,-6.833755,0.113582,-0.071668,0.000000
4765.000000,137.430328,37.005135,7.956553,5.987661,0.769908,4.697329,-3.893266,-0.265095,-2.854258,-1.263647,-7.769026,-0.141796,0.640987,0.000000
4765.000000,139.120056,39.125893,6.570336,7.212826,0.241678,2.800758,-2.741366,1.523121,-2.243308,-2.621516,-6.625875,-0.409791,-3.277085,0.000000
4765.000000,140.377487,36.693604,4.171195,9.073089,0.893385,2.059799,0.037420,2.663230,-4.708996,-2.893044,-5.419984,-3.254334,-4.780940,0.000000
4765.000000,139.906952,37.149860,2.168861,6.546559,0.649075,1.210078,-0.285671,1.533615,-6.934597,-4.227718,-4.262497,0.881701,-7.022762,0.000000
4765.000000,137.172134,34.980255,4.394626,6.959785,-1.852237,2.638118,-1.309537,-0.560976,-7.904562,-3.375388,-3.766476,2.398227,-8.737493,0.000000
4765.000000,136.431488,34.710617,7.085832,6.299753,-1.143078,5.449205,-2.648951,-0.894855,-6.643159,-0.757958,-6.016588,0.619502,-8.495421,0.000000
4765.000000,138.781372,36.029434,5.087887,7.160841,2.266774,4.018632,-3.088907,0.025897,-4.053691,-0.111696,-3.455010,-0.445041,-8.313841,0.000000
4765.000000,140.284363,38.386612,4.592780,6.710956,1.570035,5.150624,-1.013933,1.854900,-3.871058,-0.570468,-5.145652,-2.334176,-6.506014,0.000000
